Batch Size,LR,Hidden Dim,Noise Dim,Num Layer,Add BN,Resblock,Median ES,Mean ES,Min ES,Max ES,Max Blocks
512,0.001,10,1000,12,False,True,0.2066506594419479,0.20657483339309687,0.2060787379741668,0.2069554626941681,9
512,0.001,10,1500,12,False,True,0.2057544589042663,0.20590329766273494,0.2053462862968444,0.2063793241977691,9
512,0.001,10,2000,12,False,True,0.205737829208374,0.20573054254055018,0.2054477483034134,0.2058973759412765,10
512,0.001,25,1000,12,False,True,0.2065244019031524,0.20634669661521907,0.2055286318063736,0.2070631682872772,9
512,0.001,25,1500,12,False,True,0.2060469835996627,0.20587722659111019,0.2046795338392257,0.2065797448158264,9
512,0.001,25,2000,12,False,True,0.2057045549154281,0.20565585196018216,0.2046390622854232,0.2062855362892151,10
512,0.001,50,1000,12,False,True,0.2069799602031707,0.20726729631423946,0.2067988514900207,0.2079649120569229,7
512,0.001,50,1500,12,False,True,0.2066080272197723,0.20655984878540035,0.2063046246767044,0.2069353312253952,7
512,0.001,50,2000,12,False,True,0.2065152674913406,0.20646463334560394,0.2061224281787872,0.2067984789609909,10
